2024-08-27 15:06:15.623460,Humidity: 69.00 %	Temperature: 27.30 *C
2024-08-27 15:06:16.592931,Soil Moisture Level: 0
2024-08-27 15:06:16.628018,Humidity: 69.00 %	Temperature: 27.30 *C
2024-08-27 15:06:17.623932,Soil Moisture Level: 0
2024-08-27 15:06:17.663944,Humidity: 69.00 %	Temperature: 27.30 *C
2024-08-27 15:06:18.663684,Soil Moisture Level: 0
2024-08-27 15:06:18.700188,Humidity: 69.00 %	Temperature: 27.30 *C
2024-08-27 15:06:19.672203,Soil Moisture Level: 0
2024-08-27 15:06:19.712178,Humidity: 69.00 %	Temperature: 27.30 *C
2024-08-27 15:06:20.704430,Soil Moisture Level: 0
2024-08-27 15:06:20.739521,Humidity: 69.00 %	Temperature: 27.30 *C
2024-08-27 15:06:21.731710,Soil Moisture Level: 0
2024-08-27 15:06:21.766724,Humidity: 69.00 %	Temperature: 27.30 *C
Timestamp,Received Data
2024-08-27 15:53:37.577250,Soil Moisture Level: 0
2024-08-27 15:53:37.613628,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:38.606016,Soil Moisture Level: 0
2024-08-27 15:53:38.642331,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:39.638548,Soil Moisture Level: 0
2024-08-27 15:53:39.666082,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:40.659829,Soil Moisture Level: 0
2024-08-27 15:53:40.696205,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:41.688622,Soil Moisture Level: 2
2024-08-27 15:53:41.729982,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:42.722428,Soil Moisture Level: 0
2024-08-27 15:53:42.738676,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:43.731209,Soil Moisture Level: 54
2024-08-27 15:53:43.777017,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:45.768786,Soil Moisture Level: 72
2024-08-27 15:53:45.806230,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:47.803818,Soil Moisture Level: 38
2024-08-27 15:53:47.841310,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:49.811366,Soil Moisture Level: 0
2024-08-27 15:53:49.847786,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:50.840152,Soil Moisture Level: 0
2024-08-27 15:53:50.876681,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:51.878930,Soil Moisture Level: 0
2024-08-27 15:53:51.915413,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:52.912774,Soil Moisture Level: 102
2024-08-27 15:53:52.950279,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:54.919007,Soil Moisture Level: 0
2024-08-27 15:53:54.955479,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:55.952794,Soil Moisture Level: 0
2024-08-27 15:53:55.990353,Humidity: 71.00 %	Temperature: 26.60 *C
2024-08-27 15:53:56.982825,Soil Moisture Level: 62
2024-08-27 15:53:57.025293,Humidity: 71.00 %	Temperature: 26.70 *C
2024-08-27 15:53:59.019146,Soil Moisture Level: 9
2024-08-27 15:53:59.055561,Humidity: 71.00 %	Temperature: 26.70 *C
2024-08-27 15:54:00.049205,Soil Moisture Level: 117
2024-08-27 15:54:00.085483,Humidity: 71.00 %	Temperature: 26.70 *C
2024-08-27 15:54:02.072986,Soil Moisture Level: 0
2024-08-27 15:54:02.110755,Humidity: 71.00 %	Temperature: 26.70 *C
2024-08-27 15:54:03.093006,Soil Moisture Level: 0
2024-08-27 15:54:03.129769,Humidity: 71.00 %	Temperature: 26.70 *C
2024-08-27 15:54:04.121798,Soil Moisture Level: 0
2024-08-27 15:54:04.158275,Humidity: 70.00 %	Temperature: 26.70 *C
2024-08-27 15:54:05.148069,Soil Moisture Level: 0
2024-08-27 15:54:05.189331,Humidity: 70.00 %	Temperature: 26.70 *C
2024-08-27 15:54:06.159339,Soil Moisture Level: 0
2024-08-27 15:54:06.195829,Humidity: 70.00 %	Temperature: 26.70 *C
2024-08-27 15:54:07.194367,Soil Moisture Level: 0
2024-08-27 15:54:07.231141,Humidity: 70.00 %	Temperature: 26.70 *C
2024-08-27 15:54:08.219396,Soil Moisture Level: 0
2024-08-27 15:54:08.255852,Humidity: 70.00 %	Temperature: 26.70 *C
2024-08-27 15:54:09.240686,Soil Moisture Level: 0
2024-08-27 15:54:09.275956,Humidity: 70.00 %	Temperature: 26.70 *C
Timestamp,Received Data
Timestamp,Received Data
Timestamp,Received Data
2024-08-27 18:13:44.682695,Soil Moisture Level: 0
2024-08-27 18:13:44.718128,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:45.712860,Soil Moisture Level: 0
2024-08-27 18:13:45.752850,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:46.752985,Soil Moisture Level: 0
2024-08-27 18:13:46.789510,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:47.775578,Soil Moisture Level: 0
2024-08-27 18:13:47.812356,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:48.800709,Soil Moisture Level: 0
2024-08-27 18:13:48.837482,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:49.832081,Soil Moisture Level: 0
2024-08-27 18:13:49.872376,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:50.840882,Soil Moisture Level: 0
2024-08-27 18:13:50.901238,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:51.865988,Soil Moisture Level: 0
2024-08-27 18:13:51.906122,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:52.897438,Soil Moisture Level: 0
2024-08-27 18:13:52.938717,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:53.936303,Soil Moisture Level: 0
2024-08-27 18:13:53.973951,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:54.966435,Soil Moisture Level: 0
2024-08-27 18:13:55.001657,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:55.989027,Soil Moisture Level: 0
2024-08-27 18:13:56.025503,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:57.009159,Soil Moisture Level: 0
2024-08-27 18:13:57.045677,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:58.024240,Soil Moisture Level: 0
2024-08-27 18:13:58.061842,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:13:59.054386,Soil Moisture Level: 0
2024-08-27 18:13:59.092107,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:14:00.088293,Soil Moisture Level: 11
2024-08-27 18:14:00.129501,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:14:01.104612,Soil Moisture Level: 0
2024-08-27 18:14:01.141021,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:14:02.134783,Soil Moisture Level: 34
2024-08-27 18:14:02.177201,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:14:04.172478,Soil Moisture Level: 0
2024-08-27 18:14:04.208970,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:14:05.201380,Soil Moisture Level: 0
2024-08-27 18:14:05.237815,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:14:06.227736,Soil Moisture Level: 0
2024-08-27 18:14:06.265346,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:14:07.250331,Soil Moisture Level: 0
2024-08-27 18:14:07.291588,Humidity: 52.00 %	Temperature: 26.80 *C
2024-08-27 18:14:08.285481,Soil Moisture Level: 0
2024-08-27 18:14:08.321950,Humidity: 52.00 %	Temperature: 26.80 *C
Timestamp,Received Data
Timestamp,Received Data
2024-08-27 18:40:28.775955,Soil Moisture Level: 0
2024-08-27 18:40:28.819948,Humidity: 51.00 %	Temperature: 26.80 *C
2024-08-27 18:40:29.764726,Soil Moisture Level: 0
2024-08-27 18:40:29.845052,Humidity: 51.00 %	Temperature: 26.80 *C
2024-08-27 18:40:30.805963,Soil Moisture Level: 0
2024-08-27 18:40:30.841641,Humidity: 51.00 %	Temperature: 26.80 *C
2024-08-27 18:40:31.837228,Soil Moisture Level: 0
2024-08-27 18:40:31.873900,Humidity: 51.00 %	Temperature: 26.80 *C
2024-08-27 18:40:32.852199,Soil Moisture Level: 0
2024-08-27 18:40:32.888851,Humidity: 51.00 %	Temperature: 26.80 *C
2024-08-27 18:40:33.887237,Soil Moisture Level: 0
2024-08-27 18:40:33.923708,Humidity: 51.00 %	Temperature: 26.80 *C
2024-08-27 18:40:34.917259,Soil Moisture Level: 0
2024-08-27 18:40:34.953871,Humidity: 51.00 %	Temperature: 26.80 *C
2024-08-27 18:40:35.942271,Soil Moisture Level: 0
2024-08-27 18:40:35.978781,Humidity: 51.00 %	Temperature: 26.80 *C
Timestamp,Received Data
Timestamp,Received Data
Timestamp,Received Data
Timestamp,Received Data
2024-08-27 19:07:07.882274,0
2024-08-27 19:07:07.883217,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:08.837159,Soil Moisture Level: 0
2024-08-27 19:07:08.872349,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:09.859668,Soil Moisture Level: 0
2024-08-27 19:07:09.900569,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:10.889710,Soil Moisture Level: 0
2024-08-27 19:07:10.925084,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:11.909720,Soil Moisture Level: 0
2024-08-27 19:07:11.946253,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:12.937226,Soil Moisture Level: 0
2024-08-27 19:07:12.974388,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:13.965997,Soil Moisture Level: 0
2024-08-27 19:07:14.002437,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:15.002275,Soil Moisture Level: 0
2024-08-27 19:07:15.041389,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:16.007267,Soil Moisture Level: 0
2024-08-27 19:07:16.044036,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:17.036061,Soil Moisture Level: 0
2024-08-27 19:07:17.071378,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:18.072337,Soil Moisture Level: 0
2024-08-27 19:07:18.110561,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:19.106119,Soil Moisture Level: 0
2024-08-27 19:07:19.142185,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:20.129861,Soil Moisture Level: 0
2024-08-27 19:07:20.166916,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:21.146124,Soil Moisture Level: 0
2024-08-27 19:07:21.183530,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:22.174879,Soil Moisture Level: 0
2024-08-27 19:07:22.211777,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:23.198684,Soil Moisture Level: 0
2024-08-27 19:07:23.238933,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:24.226175,Soil Moisture Level: 0
2024-08-27 19:07:24.262970,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:25.253721,Soil Moisture Level: 0
2024-08-27 19:07:25.289945,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:26.288746,Soil Moisture Level: 0
2024-08-27 19:07:26.329961,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:27.315010,Soil Moisture Level: 0
2024-08-27 19:07:27.354037,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:28.338770,Soil Moisture Level: 0
2024-08-27 19:07:28.375491,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:29.368781,Soil Moisture Level: 0
2024-08-27 19:07:29.406329,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:30.373793,Soil Moisture Level: 0
2024-08-27 19:07:30.410321,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:31.402566,Soil Moisture Level: 0
2024-08-27 19:07:31.443899,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:32.436331,Soil Moisture Level: 0
2024-08-27 19:07:32.471907,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:33.461382,Soil Moisture Level: 0
2024-08-27 19:07:33.498762,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:34.485100,Soil Moisture Level: 0
2024-08-27 19:07:34.521941,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:35.505113,Soil Moisture Level: 0
2024-08-27 19:07:35.542752,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:36.551414,Soil Moisture Level: 0
2024-08-27 19:07:36.589829,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:37.578943,Soil Moisture Level: 0
2024-08-27 19:07:37.618606,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:38.598948,Soil Moisture Level: 0
2024-08-27 19:07:38.638553,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:39.627732,Soil Moisture Level: 0
2024-08-27 19:07:39.664464,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:40.631429,Soil Moisture Level: 0
2024-08-27 19:07:40.691807,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:41.662732,Soil Moisture Level: 0
2024-08-27 19:07:41.694236,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:42.686511,Soil Moisture Level: 0
2024-08-27 19:07:42.754558,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:43.716533,Soil Moisture Level: 0
2024-08-27 19:07:43.754476,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:44.741542,Soil Moisture Level: 0
2024-08-27 19:07:44.781477,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:45.765327,Soil Moisture Level: 0
2024-08-27 19:07:45.802209,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:46.811596,Soil Moisture Level: 0
2024-08-27 19:07:46.849829,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:47.835363,Soil Moisture Level: 0
2024-08-27 19:07:47.873999,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:48.864135,Soil Moisture Level: 0
2024-08-27 19:07:48.880451,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:49.872896,Soil Moisture Level: 0
2024-08-27 19:07:49.906024,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:50.897889,Soil Moisture Level: 0
2024-08-27 19:07:50.933479,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:51.921688,Soil Moisture Level: 0
2024-08-27 19:07:51.958587,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:52.969180,Soil Moisture Level: 0
2024-08-27 19:07:52.987138,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:53.976725,Soil Moisture Level: 0
2024-08-27 19:07:54.013660,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:55.018018,Soil Moisture Level: 0
2024-08-27 19:07:55.059645,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:56.035500,Soil Moisture Level: 0
2024-08-27 19:07:56.072639,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:57.064256,Soil Moisture Level: 0
2024-08-27 19:07:57.102343,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:58.076786,Soil Moisture Level: 0
2024-08-27 19:07:58.117044,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:07:59.113041,Soil Moisture Level: 0
2024-08-27 19:07:59.150330,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:00.141827,Soil Moisture Level: 0
2024-08-27 19:08:00.178566,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:01.158112,Soil Moisture Level: 0
2024-08-27 19:08:01.199468,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:02.191861,Soil Moisture Level: 0
2024-08-27 19:08:02.230451,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:03.216873,Soil Moisture Level: 0
2024-08-27 19:08:03.254369,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:04.234388,Soil Moisture Level: 0
2024-08-27 19:08:04.271067,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:05.283170,Soil Moisture Level: 0
2024-08-27 19:08:05.321843,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:06.298189,Soil Moisture Level: 0
2024-08-27 19:08:06.333733,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:07.325684,Soil Moisture Level: 0
2024-08-27 19:08:07.362410,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:08.355747,Soil Moisture Level: 0
2024-08-27 19:08:08.392483,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:09.379516,Soil Moisture Level: 0
2024-08-27 19:08:09.418249,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:10.408290,Soil Moisture Level: 0
2024-08-27 19:08:10.447520,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:11.419536,Soil Moisture Level: 0
2024-08-27 19:08:11.458027,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:12.448306,Soil Moisture Level: 0
2024-08-27 19:08:12.485475,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:13.478312,Soil Moisture Level: 0
2024-08-27 19:08:13.514858,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:14.507094,Soil Moisture Level: 0
2024-08-27 19:08:14.548459,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:15.540879,Soil Moisture Level: 0
2024-08-27 19:08:15.582401,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:16.569711,Soil Moisture Level: 0
2024-08-27 19:08:16.609872,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:17.593438,Soil Moisture Level: 0
2024-08-27 19:08:17.630264,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:18.620928,Soil Moisture Level: 0
2024-08-27 19:08:18.659110,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:19.624666,Soil Moisture Level: 0
2024-08-27 19:08:19.661566,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:20.653481,Soil Moisture Level: 0
2024-08-27 19:08:20.690208,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:21.684683,Soil Moisture Level: 0
2024-08-27 19:08:21.721464,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:22.717254,Soil Moisture Level: 0
2024-08-27 19:08:22.754337,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:23.746013,Soil Moisture Level: 0
2024-08-27 19:08:23.785455,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:24.777293,Soil Moisture Level: 0
2024-08-27 19:08:24.793616,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:25.778493,Soil Moisture Level: 0
2024-08-27 19:08:25.842623,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:26.827309,Soil Moisture Level: 0
2024-08-27 19:08:26.863996,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:27.851069,Soil Moisture Level: 0
2024-08-27 19:08:27.890932,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:28.873591,Soil Moisture Level: 0
2024-08-27 19:08:28.912829,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:29.904880,Soil Moisture Level: 0
2024-08-27 19:08:29.943901,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:30.916125,Soil Moisture Level: 0
2024-08-27 19:08:30.957462,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:31.944900,Soil Moisture Level: 0
2024-08-27 19:08:31.982539,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:32.973667,Soil Moisture Level: 0
2024-08-27 19:08:33.010174,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:34.028698,Soil Moisture Level: 0
2024-08-27 19:08:34.033710,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:35.031208,Soil Moisture Level: 0
2024-08-27 19:08:35.067925,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:36.059999,Soil Moisture Level: 0
2024-08-27 19:08:36.089953,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:37.080367,Soil Moisture Level: 0
2024-08-27 19:08:37.122610,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:38.107517,Soil Moisture Level: 0
2024-08-27 19:08:38.146044,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:39.142564,Soil Moisture Level: 0
2024-08-27 19:08:39.185845,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:40.155060,Soil Moisture Level: 0
2024-08-27 19:08:40.193765,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:41.183832,Soil Moisture Level: 0
2024-08-27 19:08:41.223460,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:42.216340,Soil Moisture Level: 0
2024-08-27 19:08:42.253131,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:43.245135,Soil Moisture Level: 0
2024-08-27 19:08:43.282533,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:44.248887,Soil Moisture Level: 0
2024-08-27 19:08:44.286127,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:45.276428,Soil Moisture Level: 0
2024-08-27 19:08:45.314167,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:46.311406,Soil Moisture Level: 0
2024-08-27 19:08:46.348293,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:47.331422,Soil Moisture Level: 0
2024-08-27 19:08:47.370073,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:48.363939,Soil Moisture Level: 0
2024-08-27 19:08:48.400823,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:49.392726,Soil Moisture Level: 0
2024-08-27 19:08:49.430769,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:50.416508,Soil Moisture Level: 0
2024-08-27 19:08:50.453260,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:51.437804,Soil Moisture Level: 0
2024-08-27 19:08:51.474367,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:52.471543,Soil Moisture Level: 0
2024-08-27 19:08:52.512951,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:53.512839,Soil Moisture Level: 0
2024-08-27 19:08:53.517795,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:54.534092,Soil Moisture Level: 0
2024-08-27 19:08:54.571041,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:55.562863,Soil Moisture Level: 0
2024-08-27 19:08:55.601799,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:56.566596,Soil Moisture Level: 0
2024-08-27 19:08:56.601916,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:57.594144,Soil Moisture Level: 0
2024-08-27 19:08:57.635473,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:58.627891,Soil Moisture Level: 0
2024-08-27 19:08:58.669638,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:08:59.662949,Soil Moisture Level: 0
2024-08-27 19:08:59.698435,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:09:00.677949,Soil Moisture Level: 0
2024-08-27 19:09:00.714629,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:09:01.697964,Soil Moisture Level: 0
2024-08-27 19:09:01.733336,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:09:02.738000,Soil Moisture Level: 0
2024-08-27 19:09:02.777954,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:09:03.745479,Soil Moisture Level: 0
2024-08-27 19:09:03.805770,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:09:04.774259,Soil Moisture Level: 0
2024-08-27 19:09:04.815920,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:09:05.800546,Soil Moisture Level: 0
2024-08-27 19:09:05.837396,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:09:06.834318,Soil Moisture Level: 0
2024-08-27 19:09:06.871110,Humidity: 49.00 %	Temperature: 26.80 *C
2024-08-27 19:09:07.871856,Soil Moisture Level: 0
2024-08-27 19:09:07.907331,Humidity: 49.00 %	Temperature: 26.80 *C
